-1.000000000000000000e+01,-2.750328584698876710e+01
-9.797979797979797567e+00,-2.753220369511057442e+01
-9.595959595959595134e+00,-2.614019024977809380e+01
-9.393939393939394478e+00,-2.465878832541015697e+01
-9.191919191919192045e+00,-2.580991095048091211e+01
-8.989898989898989612e+00,-2.520383392664614775e+01
-8.787878787878787179e+00,-2.278442354812897008e+01
-8.585858585858586522e+00,-2.299014102842284757e+01
-8.383838383838384090e+00,-2.362098953745010377e+01
-8.181818181818181657e+00,-2.200289450186858176e+01
-7.979797979797979224e+00,-2.240281163220640082e+01
-7.777777777777777679e+00,-2.179906308690359040e+01
-7.575757575757576134e+00,-2.048531045570669207e+01
-7.373737373737373701e+00,-2.203449236586991944e+01
-7.171717171717171269e+00,-2.124006934766454791e+01
-6.969696969696969724e+00,-1.947137843833188242e+01
-6.767676767676768179e+00,-1.931586142336472989e+01
-6.565656565656565746e+00,-1.738272236437442331e+01
-6.363636363636363313e+00,-1.799893316643030161e+01
-6.161616161616161769e+00,-1.789715218618377435e+01
-5.959595959595959336e+00,-1.441313910986632507e+01
-5.757575757575757791e+00,-1.549850357321380834e+01
-5.555555555555555358e+00,-1.459913846197873966e+01
-5.353535353535353813e+00,-1.548535424681951866e+01
-5.151515151515151381e+00,-1.399892817907063503e+01
-4.949494949494949836e+00,-1.273756225877498416e+01
-4.747474747474747403e+00,-1.339341781984654567e+01
-4.545454545454545858e+00,-1.126066561801796517e+01
-4.343434343434343425e+00,-1.163094172022183592e+01
-4.141414141414141881e+00,-1.071593617403570242e+01
-3.939393939393939448e+00,-1.041988843041121449e+01
-3.737373737373737903e+00,-7.359843027612276600e+00
-3.535353535353535470e+00,-8.619557830798539655e+00
-3.333333333333333037e+00,-9.057710928955900798e+00
-3.131313131313131493e+00,-6.571394481836205337e+00
-2.929292929292929060e+00,-8.008722437849808529e+00
-2.727272727272727515e+00,-5.972954586813427724e+00
-2.525252525252525082e+00,-7.535427699637351040e+00
-2.323232323232323537e+00,-6.297883018595401339e+00
-2.121212121212121104e+00,-4.166775127767239795e+00
-1.919191919191918672e+00,-3.019109177580345360e+00
-1.717171717171718015e+00,-2.980146870325183439e+00
-1.515151515151515582e+00,-2.661102827842787288e+00
-1.313131313131313149e+00,-2.240497634983228181e+00
-1.111111111111110716e+00,-2.811855323700759524e+00
-9.090909090909100598e-01,-1.447116935667438931e+00
-7.070707070707076269e-01,-5.818508921719103277e-01
-5.050505050505051940e-01,1.541970711067400135e+00
-3.030303030303027612e-01,1.434527380477553127e+00
-1.010101010101003283e-01,-6.607045839303493651e-02
1.010101010101003283e-01,2.627114272425095987e+00
3.030303030303027612e-01,2.524008628674591748e+00
5.050505050505051940e-01,2.838229514845556967e+00
7.070707070707076269e-01,4.732888410052990658e+00
9.090909090909082835e-01,5.758272249768675799e+00
1.111111111111110716e+00,6.264613452449530939e+00
1.313131313131313149e+00,5.100176416171301241e+00
1.515151515151515582e+00,6.236242169603332108e+00
1.717171717171716239e+00,7.482778582918713006e+00
1.919191919191918672e+00,8.733120884698115205e+00
2.121212121212121104e+00,7.884462125791073639e+00
2.323232323232323537e+00,8.784037993033154024e+00
2.525252525252524194e+00,8.469422601751544377e+00
2.727272727272726627e+00,8.985611557737509969e+00
2.929292929292929060e+00,1.160040461027298520e+01
3.131313131313131493e+00,1.275017942251021807e+01
3.333333333333333925e+00,1.192798987841966785e+01
3.535353535353534582e+00,1.360959350395262746e+01
3.737373737373737015e+00,1.357375723716884508e+01
3.939393939393939448e+00,1.317306206357669396e+01
4.141414141414141881e+00,1.478563802975083874e+01
4.343434343434342537e+00,1.656833959676899681e+01
4.545454545454544970e+00,1.560053759725368394e+01
4.747474747474747403e+00,1.780706789823824820e+01
4.949494949494949836e+00,1.422873974439510647e+01
5.151515151515150492e+00,1.827644795892067719e+01
5.353535353535352925e+00,1.814765312884422954e+01
5.555555555555555358e+00,1.836765931620079684e+01
5.757575757575757791e+00,1.936448804926277489e+01
5.959595959595958448e+00,1.789121896418698299e+01
6.161616161616162657e+00,2.026517659701097429e+01
6.363636363636363313e+00,2.144802166242083530e+01
6.565656565656563970e+00,2.317486374171120644e+01
6.767676767676768179e+00,2.178476008475665537e+01
6.969696969696968836e+00,2.210059730619772012e+01
7.171717171717173045e+00,2.301339447156698270e+01
7.373737373737373701e+00,2.503661423891419702e+01
7.575757575757574358e+00,2.505602383693240753e+01
7.777777777777778567e+00,2.480357312956629556e+01
7.979797979797979224e+00,2.645266137250729344e+01
8.181818181818179880e+00,2.664253209480257922e+01
8.383838383838384090e+00,2.812016014204804293e+01
8.585858585858584746e+00,2.705552266369840098e+01
8.787878787878788955e+00,2.803597421703859993e+01
8.989898989898989612e+00,2.857758881656481265e+01
9.191919191919190268e+00,2.811224262762545223e+01
9.393939393939394478e+00,3.047793845888276110e+01
9.595959595959595134e+00,3.104893406005867362e+01
9.797979797979799343e+00,3.139905285058186024e+01
1.000000000000000000e+01,3.176541286662485319e+01
